"s","t","y","HRV_MCVNN","HRV_SDRMSSD","HRV_pNN50","HRV_pNN20","HRV_MinNN","HRV_HTI","HRV_TINN","HRV_LF","HRV_HF","HRV_LFHF","HRV_HFn","HRV_LnHF","HRV_SD1SD2","HRV_S","HRV_CVI","HRV_CSI_Modified","HRV_PSS","HRV_PAS","HRV_SI","HRV_PI","HRV_C1a","HRV_SD2d","HRV_Ca","HRV_DFA_alpha1","HRV_ApEn","HRV_SampEn","HRV_ShanEn","HRV_FuzzyEn","HRV_CD","HRV_HFD","HRV_KFD","HRV_LZC","RSP_rate_mean","RSP_rate_std","RSP_amp_mean","RSP_amp_std","BRV_RMSSD","BRV_CV","InspDur_mean","ExpDur_mean","Duty_cycle","SCL_std","SCL_slope_cpm","SCL_CV","SCR_count_pm","SCR_amp_mean","SCR_area","EMG_Power","EMG_MDF","EMG_SpecEnt","EMG_ZCR","ACCmag_RMS","ACCjerk_RMS","ACCx_med","ACCy_med","ACCz_med","ACCmag_P90","ACC_std","ACC_skew","ACC_kurt","EDA_mean","EDA_skew","EDA_kurt","TEMP_mean","TEMP_skew","TEMP_slope_cpm","TEMP_detrended_std","corr_RSP4_SCL4_4hz","corr_RSP4_ACC4_4hz","corr_RSP4_TEMP4_4hz","corr_RSP4_EMG4_4hz","corr_SCL4_ACC4_4hz","corr_SCL4_TEMP4_4hz","corr_SCL4_EMG4_4hz","corr_ACC4_TEMP4_4hz","corr_ACC4_EMG4_4hz","corr_TEMP4_EMG4_4hz"
2,1,75.9738862223184,0.134534738771769,2.03188831251602,18.9189189189189,56.7567567567568,635.714285714286,12.3333333333333,62.5,0.039520025534833,0.00673375616331554,5.86894217377991,0.14290187240424,-5.0006221686827,0.25431855043057,11106.7724937199,4.75255798602186,1854.43635918463,0.82051282051282,0.105263157894737,51.3858716187362,54.1666666666667,0.42373201821419,79.4256861843216,0.538759882913153,1.51057642024437,0.513036114944452,1.18958406687384,5.79384677776188,0.859973460122947,1.75156604286865,1.57135350192493,2.04486961515975,0.755203787711629,1413.67811429946,368.307489340114,5.84145383997404,2.38249372073027,0.405316580727022,0.253682154478539,1.23837662337662,1.32394557823129,0.483302460010499,0.174796828197288,-0.285420748994631,0.0317340653907158,5,5.08749775113881e-05,3.07325807169946,0.000120396289793515,60.3271484375,9.57315552358931,0.242481963856282,0.930630945069239,2.62022583829701,0.871799945831299,-0.132200002670288,-0.283800005912781,0.947854672836383,0.0324682154679199,-6.85818772932238,85.4011328316331,5.50464297429818,-2.06536353179283,24.502275019887,29.7644212649537,-12.7474251314018,-0.527704625261136,0.993399073181634,0.00534176143717425,0.0517563744481086,0.00975639291321421,-0.00677062206632004,0.613217767745849,0.77178110678449,0.122363329946886,0.784342511530727,0.0785357031149224,0.0428786826649077
2,2,75.9067634286158,0.0586640287769782,1.24760933537057,20,57.3333333333333,647.142857142857,10.7142857142857,195.3125,0.0554544771603562,0.0227073235693856,2.4421406155995,0.284950499640084,-3.78506778232477,0.437834547136296,6255.80111375972,4.50325304301715,616.114573861426,0.891304347826087,0.0476190476190476,50.1867051314146,51.3513513513513,0.423837237266125,42.60002328313,0.572482685864899,1.35930426238587,0.61726840957839,1.75785791755237,5.65522469038049,1.20969767116168,1.77924372982386,1.69398279265744,2.72497901851285,0.996610990479341,1411.13220539553,358.210858666588,6.94766036559274,2.03508465333035,1.31886446209903,0.358299506031187,1.20597402597403,1.39421768707483,0.463801965032786,0.215820913216868,0.0782475847511894,0.0395777057567866,5,3.91740946570904e-05,2.99609797268261,0.000206891453939517,67.5048828125,9.54795884968402,0.233196028476868,0.932870431299942,1.44050137530851,0.861799955368042,-0.16619998216629,-0.31139999628067,0.940924591691022,0.00219685671749886,0.24511335771627,0.444753801515566,5.46493145860149,1.73377023175597,2.5035399106922,29.3170279849295,0.05822451328987,0.122340390930527,0.0202350603376468,0.00559520064442445,-0.0398389117836035,-0.00943526506126605,0.023233076397309,-0.112084327536293,0.0495508605327413,0.124195550622956,0.490196561201338,0.382944016522512,0.0901247005945465
2,3,74.4480171089284,0.0586265377855888,1.34436261008454,31.0810810810811,67.5675675675676,645.714285714286,7.4,171.875,0.0542100614757319,0.0163520100301381,3.3151925283692,0.227251637454905,-4.11340445157196,0.400912369760997,9773.64803484956,4.69702680527652,878.899501916364,0.735294117647059,0.105263157894737,50.4643204829441,57.7464788732394,0.374278507476253,53.1242545646158,0.600025756858071,1.50621057585682,0.596134147945915,1.8803128665695,5.81067262232723,1.20184467557362,1.79320530563543,1.74082295797636,2.81360913494859,1.00693838361551,1424.78685057233,391.234360828483,6.66437798478836,1.58891840501689,0.610815279869822,0.214328176791024,1.2712987012987,1.32972789115646,0.488768052193844,0.520325321484924,1.13971058882676,0.0916956351816225,3,4.96673119657873e-05,3.47315205147037,0.000221980201159838,68.017578125,9.56600191442617,0.238934260339532,0.93312062563383,1.40085050772935,0.859799981117249,-0.171400010585785,-0.313399970531464,0.941991637991957,0.00350268762371379,-0.88393290922947,0.580509463801996,5.66713542401793,0.577154535244259,-1.03747657282422,29.2165036979353,0.398208257834284,-0.331494693098723,0.0544460210588339,-0.0247909042400938,-0.0867983756747022,-0.0200233952382533,-0.0337948272575233,-0.557625281917776,-0.355242461578667,0.373605970219128,0.372200036594395,-0.0414763954781109,-0.24340293671148
2,4,75.2187777261971,0.0816351687388987,1.23179750306459,29.7297297297297,66.2162162162162,655.714285714286,10.5714285714286,195.3125,0.0224031063962786,0.0171739234224696,1.30448388787896,0.402303697925117,-4.06436312566402,0.447213998913985,9676.0391198424,4.69266772549055,742.268068911836,0.837209302325581,0.210526315789474,47.9572142784398,52.112676056338,0.448108213672666,58.6931768384966,0.491178153809061,1.23182658733123,0.371787369196464,1.73460105538811,5.83769964935426,1.28027246611846,1.97487176821644,1.74619622942595,2.6810618359822,1.17476144755142,1450.81956006931,372.020523455439,7.65649839944235,2.49524617081432,1.05037750629653,0.310674103803191,1.25745341614907,1.25097402597403,0.50129152433637,0.310822063550883,0.442734452821434,0.0533933726066701,3,6.89123181175203e-06,2.08441385530025,0.000240051869636279,68.701171875,9.58307786595128,0.239791423605324,0.929585814100931,1.34894307255515,0.873000025749207,-0.151400029659271,-0.282800018787384,0.939906673270669,0.00482252715443192,-0.753496344585009,-0.0728141877309074,5.81735467579237,0.459748893123546,-0.427163721837714,29.1740574871974,-0.377907881024109,-0.264656292290472,0.0588882634557583,0.00980585338577669,-0.0698552787303846,-0.00502843307606914,0.0261179674114577,-0.647776577588119,-0.709478434185364,-0.223849740168568,0.729261082257196,0.382758378712743,0.560485718691325
2,5,72.2130134354781,0.105362436548223,1.44871850532945,28.169014084507,70.4225352112676,670,11.8333333333333,203.125,0.0509084349740337,0.00928407420860001,5.48341534440518,0.149735231932593,-4.67945479743084,0.371070742703665,11430.6617549192,4.76504148368083,1067.42082531179,0.777777777777778,0.133333333333333,49.5528566486118,50,0.464654983570646,69.4940731664558,0.502289909912585,1.45258465992762,0.453937888039627,1.88706964903238,5.81862352789444,1.21171310795076,2.0938859782257,1.6953529034123,2.68643173654993,0.86616156612742,1347.75371495798,336.481585251581,6.91041048884708,1.80912559462107,1.16055997817565,0.347430711457705,1.08353741496599,1.57371428571429,0.407766194933131,0.448763208462009,-1.08881618887369,0.0728197421535138,7,0.000101678186620226,5.29493146955443,0.000113496034736534,67.1630859375,9.64725792968793,0.251386937784233,0.931615795295401,1.37709689338586,0.865000009536743,-0.145399987697601,-0.314599990844727,0.945692033195796,0.00307910578351877,-0.506021054099813,0.372258582538445,6.15800853794895,0.654653510330434,-0.354709103141158,28.8882462638099,0.327548547444458,-0.158961745015412,0.109155690442261,-0.00447379009293613,0.0147263808232642,0.0354756971583477,-0.0546776506604289,-0.15321043895873,-0.0177723478703504,-0.533344718925906,-0.332866063348763,0.0159176285489904,0.181248350421413
2,6,80.5733713857258,0.135585685884692,1.56648658217164,22.7848101265823,62.0253164556962,584.285714285714,9.875,70.3125,0.0517297483921269,0.0112000467248598,4.61870826639562,0.176583914054575,-4.49183732882731,0.339872138856795,18323.3643760937,4.96997532797399,1541.75127800238,0.705882352941177,0,51.5009246437061,57.1428571428571,0.306950671147666,83.0508734195739,0.56791044588812,1.42373547459673,0.500224329465861,1.03524267473552,5.9651112861244,0.916556495695156,1.55404020373376,1.55492160468339,2.70505563844283,0.6383575441192,1206.26270327919,414.668638613117,7.44615104396405,2.87076243476759,1.10096600672282,0.351393811634895,1.44333333333333,1.67344537815126,0.46308495627713,0.282798562459241,-0.961726434455796,0.0561228748982352,2,1.20461880258054e-05,1.13892304783811,0.000186201790172229,64.599609375,9.58035191745828,0.242577204219148,0.938004998088093,1.50973020268306,0.866199970245361,-0.119699984788895,-0.301199972629547,0.956603904875892,0.0181318644193785,1.43228090776531,26.9982903998712,5.03894842121344,0.727319417337411,0.0508998486417864,29.1678285547572,0.177014472523119,0.00822642738619233,0.053036520424582,0.00233100176905321,-0.0132478956735534,-0.051640496014671,-0.0767604442764371,-0.412932869439566,-0.124039350954916,0.685232689721395,-0.121356622475553,-0.427854492963555,0.12680083306837
2,7,70.9952244205813,0.0908967688483845,1.4679254854911,27.1428571428571,60,638.571428571429,17.5,179.6875,0.0183086379759588,0.0112372880705305,1.62927548542363,0.369736073418872,-4.48851773849189,0.363907443112114,11168.6697413782,4.75497155896076,1086.42405218251,0.846153846153846,0.0476190476190476,49.1989008486182,49.2753623188406,0.417788757060181,60.1259056844537,0.605135440916515,1.30112446918038,0.69233172206771,2.32238772029023,5.81499730265925,1.10716668620121,2.08895869842138,1.67681406800518,2.75653818604939,0.875611859563567,1326.02678286794,168.339894917821,4.34010866514348,0.639702301796715,0.380668644335261,0.142450330308837,1.43364285714286,1.29406015037594,0.525586126198887,0.227602629059508,-0.786145854210211,0.0543352834469092,40,3.29963081724551e-06,0.092842502609921,4.06219542593784e-05,52.63671875,9.60497722620676,0.270149289268792,0.952901482748895,1.66722568586002,0.620200037956238,-0.109000027179718,-0.715399980545044,0.958120593578918,0.00111739405209468,0.438233345168674,0.708652730402056,4.18850021168922,0.116533610011224,-1.24661075905485,28.8862112899669,0.30253547358206,-0.260373291082218,0.0114615401302705,0.0381602527893784,-0.107344740998989,0.0410999223885417,0.00777870279875675,0.233322719795649,0.789738933112444,-0.188069048425164,0.309820331249441,-0.0196360531770919,-0.371376168034298
2,8,73.9577128823619,0.0774878048780488,1.16949075417668,31.5068493150685,69.8630136986301,600,12.1666666666667,203.125,0.03143842032961,0.0208524764669516,1.50765883272597,0.379406457811846,-3.8702825623972,0.477124825846591,11610.4023675283,4.77181738077437,737.837405897083,0.9,0,52.1710919634468,44.2857142857143,0.453046005552254,65.9977941611199,0.440521596980368,1.04137906273827,0.507254348168733,2.05412373369555,5.78558106567006,1.3109057463524,1.79401581568295,1.87375534674943,2.72868207013805,1.10229752418411,1423.38003618635,124.095167956872,4.65635654546883,1.01483522399364,0.224784023326519,0.0947675892974614,1.30655844155844,1.2143537414966,0.518287963516068,0.15913444567456,-0.543958267569644,0.0448738130550649,3,5.06561629908771e-06,0.310630341651429,5.90371542634078e-05,51.953125,9.55126351243462,0.250029762613396,0.95129714252814,1.64658599692756,0.622200012207031,-0.105199992656708,-0.713800013065338,0.958162848460238,0.00500440395463346,-3.42132441463941,11.6129924839775,3.54850046289513,0.10827330587645,-1.29996114845108,28.7981157958522,0.222809502484745,0.0101396297657553,0.0228175500453921,0.0614657626557668,0.00158131578633667,-0.0518315103992205,0.139008826871597,0.185007384418453,-0.125069534020754,-0.162210590133693,0.26624844924417,-0.673703296101012,-0.238446931907363
2,9,73.2501227584858,0.0600191214470286,1.11337484572991,34.7222222222222,72.2222222222222,635.714285714286,9,179.6875,0.0374000944882036,0.0755855751226698,0.49480465588184,0.640384133775909,-2.58248981925798,0.503606264081389,9026.98657236501,4.66251290640933,599.956507159919,0.926829268292683,0.0416666666666667,50.8115054956046,48.5714285714286,0.470469149729065,48.6537447489425,0.56191534229623,0.870954141027396,0.510384950504638,1.69167601067107,5.79832934169004,1.40099665392468,1.9346070578591,1.85995528692348,3.11890889127958,1.02832083357372,1399.38548242349,144.860606154421,3.93203609965865,0.649707826985457,0.478341208232176,0.118765499034796,1.39551020408163,1.20564285714286,0.536496765563153,0.158884738073936,-0.548748809994018,0.0515099759602834,43,4.63563340719169e-06,0.0885460175567069,6.39431588867826e-05,47.16796875,9.4034948708425,0.234196052286959,0.946526298763544,1.58233577294794,0.645400047302246,-0.0565999746322632,-0.69080001115799,0.952438022529289,0.00224174427399079,-5.3441412485327,41.7269797607116,3.0839523323567,0.131521874988819,-1.20124510447314,28.7540869669358,0.58060522096526,-0.165284626972566,0.0285361442587932,0.0424911143982189,-0.0670664370522468,-0.0273769338394089,0.0290611159592037,-0.266124470938965,0.731200121662085,0.182135859321136,-0.249794402714552,-0.204008764188165,-0.0383675308527896
2,10,72.8480381310779,0.0809391681109185,1.28678786901694,25,69.4444444444444,650,12,156.25,0.0489465217414674,0.0170598628093237,2.86910406540414,0.249913509892594,-4.0710267786084,0.430338095408909,7753.02549462296,4.59644132204375,703.891905294368,0.842105263157895,0,50.1672405409847,49.2957746478873,0.502944204241301,52.143710412976,0.522292438324023,1.33999660861312,0.489700743034911,2.02814824729229,5.73228923749333,1.33121212550867,1.82529715437342,1.7121484593281,2.21704893426396,1.02832083357372,1321.38766332968,96.9393222138918,3.98353276591072,0.686955674040975,0.49010168318824,0.107002331249519,1.35057142857143,1.37774436090226,0.495020200294323,0.105334084792637,-0.364171616636812,0.040149252599071,49,3.82677741267823e-06,0.0789679306349445,5.9264086551928e-05,47.509765625,9.44088193499375,0.237624705350127,0.948055967301544,1.5750000965476,0.641000032424927,-0.0630000233650208,-0.695800006389618,0.953154399496507,0.000922599808621858,-0.0371393335782266,4.11267647795042,2.62379124340123,0.10890509684964,-1.18075371971799,28.5739765104472,1.38797649052387,-0.0120867075054784,0.0267623289054399,0.0310058664869874,-0.215575453163054,0.0325288062257057,-0.0164314896684198,-0.231621716160289,0.0240649236800785,-0.0682478585594268,-0.0513654312863363,0.11750489413289,-0.0701982290655834
